<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>,<OPENINT>
XOM.US,D,19710310,000000,1.5966,1.5966,1.5827,1.5966,3926709,0
XOM.US,D,19710311,000000,1.5966,1.6109,1.5897,1.6034,2727641,0
XOM.US,D,19710312,000000,1.6034,1.6109,1.5966,1.6109,1244827,0
XOM.US,D,19710315,000000,1.6109,1.6316,1.5966,1.6316,1583498,0
XOM.US,D,19710316,000000,1.6316,1.6528,1.6248,1.639,3473626,0
XOM.US,D,19710317,000000,1.639,1.6461,1.6034,1.639,4402670,0
XOM.US,D,19710318,000000,1.639,1.639,1.6248,1.6248,1853516,0
XOM.US,D,19710319,000000,1.6248,1.6316,1.6109,1.6179,1679604,0
XOM.US,D,19710322,000000,1.6179,1.6248,1.6109,1.6179,1935895,0
XOM.US,D,19710323,000000,1.6179,1.639,1.6179,1.6316,1954200,0
XOM.US,D,19710324,000000,1.6316,1.6316,1.6179,1.6316,1189911,0
XOM.US,D,19710325,000000,1.6248,1.6248,1.6109,1.6179,3798562,0
XOM.US,D,19710326,000000,1.6179,1.639,1.6179,1.6316,1249406,0
XOM.US,D,19710329,000000,1.6316,1.6461,1.6316,1.639,2828332,0
XOM.US,D,19710330,000000,1.639,1.6599,1.639,1.6599,3148691,0
XOM.US,D,19710331,000000,1.6599,1.6811,1.6599,1.6811,2993088,0
XOM.US,D,19710401,000000,1.6811,1.6811,1.6669,1.6744,2668146,0
XOM.US,D,19710402,000000,1.6744,1.6811,1.6669,1.6669,2054885,0
XOM.US,D,19710405,000000,1.6744,1.695,1.6744,1.6881,3327177,0
XOM.US,D,19710406,000000,1.6881,1.7093,1.6881,1.7021,3459896,0
XOM.US,D,19710407,000000,1.7021,1.7093,1.695,1.695,2732222,0
XOM.US,D,19710408,000000,1.695,1.7093,1.695,1.7093,1931319,0
XOM.US,D,19710412,000000,1.7093,1.7233,1.7093,1.7233,2526274,0
XOM.US,D,19710413,000000,1.7233,1.7302,1.7233,1.7233,2810022,0
XOM.US,D,19710414,000000,1.7233,1.7302,1.7021,1.7093,3189878,0
XOM.US,D,19710415,000000,1.7093,1.7233,1.7093,1.7233,1775714,0
XOM.US,D,19710416,000000,1.7233,1.7233,1.7021,1.7093,1491968,0
XOM.US,D,19710419,000000,1.7093,1.7162,1.7093,1.7093,1272290,0
XOM.US,D,19710420,000000,1.7093,1.7162,1.695,1.695,2269982,0
XOM.US,D,19710421,000000,1.6881,1.6881,1.6744,1.6881,1977080,0
XOM.US,D,19710422,000000,1.6881,1.695,1.6811,1.695,2384400,0
XOM.US,D,19710423,000000,1.695,1.7093,1.6811,1.7021,2361521,0
XOM.US,D,19710426,000000,1.7021,1.7162,1.7021,1.7021,3464477,0
XOM.US,D,19710427,000000,1.7021,1.7021,1.6811,1.6881,11061602,0
XOM.US,D,19710428,000000,1.6881,1.695,1.6811,1.695,2109805,0
XOM.US,D,19710429,000000,1.695,1.695,1.6881,1.6881,2416436,0
